"","text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"43","This is now the 7th. time the FBI has investigated Judge Kavanaugh. If we made it 100, it would still not be good e… https://t.co/RnF7pKPVyZ",FALSE,122804,NA,2018-10-04 14:17:01,TRUE,NA,"1047853098365079553",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","realDonaldTrump",30744,FALSE,FALSE,NA,NA
"44","This is a very important time in our country. Due Process, Fairness and Common Sense are now on trial!",FALSE,114864,NA,2018-10-04 13:54:58,FALSE,NA,"1047847548600377344",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","realDonaldTrump",28186,FALSE,FALSE,NA,NA
"45","Our country’s great First Lady, Melania, is doing really well in Africa. The people love her, and she loves them! I… https://t.co/YkcuOHtrDW",FALSE,134325,NA,2018-10-04 13:34:16,TRUE,NA,"1047842341246173185",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","realDonaldTrump",23151,FALSE,FALSE,NA,NA
"46","The harsh and unfair treatment of Judge Brett Kavanaugh is having an incredible upward impact on voters. The PEOPLE… https://t.co/tz7uynzT5p",FALSE,139267,NA,2018-10-04 12:16:41,TRUE,NA,"1047822816580722690",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","realDonaldTrump",34364,FALSE,FALSE,NA,NA
"47","Wow, such enthusiasm and energy for Judge Brett Kavanaugh. Look at the Energy, look at the Polls. Something very bi… https://t.co/62VvhKHKXu",FALSE,157803,NA,2018-10-04 02:23:11,TRUE,NA,"1047673458241560576",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","realDonaldTrump",37940,FALSE,FALSE,NA,NA
"48","My thoughts and prayers are with the Florence County Sheriff’s Office and the Florence Police Department tonight, i… https://t.co/CX6358MmOs",FALSE,85187,NA,2018-10-04 00:01:09,TRUE,NA,"1047637712004636673",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","realDonaldTrump",20760,FALSE,FALSE,NA,NA
"49","Just spoke to President-Elect Andres Manuel Lopez Obrador of Mexico. Great call, we will work well together!",FALSE,70859,NA,2018-10-03 14:35:48,FALSE,NA,"1047495435760427008",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","realDonaldTrump",14197,FALSE,FALSE,NA,NA
"50","I see it each time I go out to Rallies in order to help some of our great Republican candidates. VOTERS ARE REALLY… https://t.co/chRkQ8hVvt",FALSE,103795,NA,2018-10-03 14:29:25,TRUE,NA,"1047493831426498561",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","realDonaldTrump",26617,FALSE,FALSE,NA,NA
"51","Mexico, Canada and the United States are a great partnership and will be a very formidable trading force. We will n… https://t.co/7dnrquzER9",FALSE,69550,NA,2018-10-03 14:13:42,TRUE,NA,"1047489875614883841",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","realDonaldTrump",14472,FALSE,FALSE,NA,NA
"52","Blowout numbers on New Jobs and, separately, Services. Market up!",FALSE,62547,NA,2018-10-03 14:05:28,FALSE,NA,"1047487803746074624",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","realDonaldTrump",13207,FALSE,FALSE,NA,NA
"53","Thank you to Congressman Tom Reed of New York for your wonderful comments on our great new Trade Deal with Mexico a… https://t.co/tuwwT7t11a",FALSE,47494,NA,2018-10-03 14:02:10,TRUE,NA,"1047486972976095233",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","realDonaldTrump",9876,FALSE,FALSE,NA,NA
"54","Thank you Governor Phil Bryant - it was my great honor to be there! #MAGA https://t.co/UbY7Qu2fMt",FALSE,47147,NA,2018-10-03 13:23:34,FALSE,NA,"1047477260624773121",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","realDonaldTrump",9824,FALSE,FALSE,NA,NA
"55","https://t.co/w04sqlMIYm",FALSE,43685,NA,2018-10-03 13:16:08,FALSE,NA,"1047475390573371395",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","realDonaldTrump",10430,FALSE,FALSE,NA,NA
"56","The Stock Market just reached an All-Time High during my Administration for the 102nd Time, a presidential record,… https://t.co/eVO3pSBlLU",FALSE,91818,NA,2018-10-03 13:04:02,TRUE,NA,"1047472342354604033",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","realDonaldTrump",20523,FALSE,FALSE,NA,NA
"57","The Failing New York Times did something I have never seen done before. They used the concept of “time value of mon… https://t.co/OaNSM7we21",FALSE,81700,NA,2018-10-03 12:53:35,TRUE,NA,"1047469711938736128",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","realDonaldTrump",18221,FALSE,FALSE,NA,NA
"58","Congressman @PeteSessions of Texas is a true fighter and patriot. Highly respected in D.C. by all, he always gets w… https://t.co/8eQEIFxyEk",FALSE,52984,NA,2018-10-03 12:35:52,TRUE,NA,"1047465256023445504",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","realDonaldTrump",12379,FALSE,FALSE,NA,NA
"59","Thank you Mississippi - Together, we are MAKING AMERICA GREAT AGAIN! https://t.co/npnRirjcFG",FALSE,51010,NA,2018-10-03 02:58:22,FALSE,NA,"1047319923700060161",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","realDonaldTrump",11025,FALSE,FALSE,NA,NA
"60","Today, my Administration provided HISTORIC levels of funding to improve school safety through STOP School Violence… https://t.co/oON7wPgrfA",FALSE,76302,NA,2018-10-03 02:18:03,TRUE,NA,"1047309776374259712",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","realDonaldTrump",17741,FALSE,FALSE,NA,NA
"61","“National wage growth is at the highest it’s been in nearly 17 months -- and, according to a new study released by… https://t.co/gpwphLJ17a",FALSE,52072,NA,2018-10-03 02:15:03,TRUE,NA,"1047309022892707841",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","realDonaldTrump",12623,FALSE,FALSE,NA,NA
"62","GOD BLESS THE U.S.A.! #MAGA<U+0001F1FA><U+0001F1F8> https://t.co/pquqyy5S3G",FALSE,84478,NA,2018-10-03 01:25:33,FALSE,NA,"1047296564388147200",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","realDonaldTrump",21271,FALSE,FALSE,NA,NA
"63","Thank you Mississippi - I love you! https://t.co/eH6x1NBNQG",FALSE,51332,NA,2018-10-03 01:18:08,FALSE,NA,"1047294700246454273",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","realDonaldTrump",11407,FALSE,FALSE,NA,NA
"64","This is really an incredible time for our Nation - WE are RESPECTED AGAIN! https://t.co/94KusYcDAj",FALSE,69558,NA,2018-10-02 21:20:05,FALSE,NA,"1047234792532529152",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","realDonaldTrump",15585,FALSE,FALSE,NA,NA
"65","“USMCA Wins Praise as a Victory for American Industries and Workers”<U+27A1><U+FE0F>https://t.co/UWhPhNXiiL https://t.co/eBVv0nXXRT",FALSE,43174,NA,2018-10-02 18:18:35,FALSE,NA,"1047189115689754624",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","realDonaldTrump",9715,FALSE,FALSE,NA,NA
"66","Proud of our great First Lady - and she loves doing this! https://t.co/VD7wlqeJoR",FALSE,90557,NA,2018-10-02 17:22:36,FALSE,NA,"1047175026259189761",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","realDonaldTrump",18654,FALSE,FALSE,NA,NA
"67","Yesterday, it was my great honor to present the Medal of Honor to Ronald J. Shurer II, for his actions on April 6,… https://t.co/syiAXrSbzA",FALSE,56301,NA,2018-10-02 16:18:58,TRUE,NA,"1047159010632355842",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","realDonaldTrump",12195,FALSE,FALSE,NA,NA
"68","THE ONLY REASON TO VOTE FOR A DEMOCRAT IS IF YOU’RE TIRED OF WINNING!",FALSE,169562,NA,2018-10-02 16:08:25,FALSE,NA,"1047156358343282688",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","realDonaldTrump",45526,FALSE,FALSE,NA,NA
"69","Great reviews on the new USMCA. Thank you! Mexico and Canada will be wonderful partners in Trade (and more) long into the future.",FALSE,74218,NA,2018-10-02 15:02:03,FALSE,NA,"1047139656066842625",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","realDonaldTrump",15265,FALSE,FALSE,NA,NA
"70","Happy 7th birthday to Tristan, a very special member of the Trump family!",FALSE,85324,NA,2018-10-02 14:52:52,FALSE,NA,"1047137342924959744",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","realDonaldTrump",11978,FALSE,FALSE,NA,NA
"71","WOW - THANK YOU TENNESSEE! https://t.co/38UUDqfIz5",FALSE,115526,NA,2018-10-02 00:50:23,FALSE,NA,"1046925327958708226",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","realDonaldTrump",27116,FALSE,FALSE,NA,NA
"72","Thank you Tennessee - I love you! https://t.co/1swpoY7F5x",FALSE,73602,NA,2018-10-02 00:37:49,FALSE,NA,"1046922163457011712",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","realDonaldTrump",15901,FALSE,FALSE,NA,NA
"73","https://t.co/5UmYGFLyLK",FALSE,47788,NA,2018-10-02 00:25:44,FALSE,NA,"1046919122351792128",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","realDonaldTrump",12300,FALSE,FALSE,NA,NA
"74","News conference on the USMCA this morning at 11:00 - Rose Garden of White House.",FALSE,64634,NA,2018-10-01 12:08:26,FALSE,NA,"1046733574173544448",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","realDonaldTrump",12286,FALSE,FALSE,NA,NA
"75","Congratulations to Mexico and Canada!",FALSE,103668,NA,2018-10-01 10:56:22,FALSE,NA,"1046715439831797760",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","realDonaldTrump",19072,FALSE,FALSE,NA,NA
"76","....deficiencies and mistakes in NAFTA, greatly opens markets to our Farmers and Manufacturers, reduces Trade Barri… https://t.co/2dzTdvz0gQ",FALSE,79318,NA,2018-10-01 10:53:28,TRUE,NA,"1046714711268622336",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","realDonaldTrump",18162,FALSE,FALSE,NA,NA
"77","Late last night, our deadline, we reached a wonderful new Trade Deal with Canada, to be added into the deal already… https://t.co/Dwe2KWvqgn",FALSE,130691,NA,2018-10-01 10:30:08,TRUE,NA,"1046708836407685122",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","realDonaldTrump",29262,FALSE,FALSE,NA,NA
"78","Wow! Just starting to hear the Democrats, who are only thinking Obstruct and Delay, are starting to put out the wor… https://t.co/9irOa5ox2R",FALSE,143684,NA,2018-09-30 18:56:27,TRUE,NA,"1046473870650290176",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","realDonaldTrump",38727,FALSE,FALSE,NA,NA
"79","So if African-American unemployment is now at the lowest number in history, median income the highest, and you then… https://t.co/HNyxfnk6ar",FALSE,139089,NA,2018-09-30 17:47:03,TRUE,NA,"1046456403651698693",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","realDonaldTrump",34992,FALSE,FALSE,NA,NA
"80","Like many, I don’t watch Saturday Night Live (even though I past hosted it) - no longer funny, no talent or charm.… https://t.co/oaM3Pq6Gmy",FALSE,224643,NA,2018-09-30 16:57:45,TRUE,NA,"1046443996074127361",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","realDonaldTrump",47153,FALSE,FALSE,NA,NA
"81","NBC News incorrectly reported (as usual) that I was limiting the FBI investigation of Judge Kavanaugh, and witnesse… https://t.co/lhsF1IAabe",FALSE,161892,NA,2018-09-30 02:49:55,TRUE,NA,"1046230634103025664",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","realDonaldTrump",46084,FALSE,FALSE,NA,NA
"82","Thank you West Virginia - I love you! https://t.co/Ou2umCfKp9",FALSE,85266,NA,2018-09-30 00:52:25,FALSE,NA,"1046201064469549056",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","realDonaldTrump",17938,FALSE,FALSE,NA,NA
"83","https://t.co/BxlF4grr9k",FALSE,63312,NA,2018-09-30 00:51:22,FALSE,NA,"1046200796944191499",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","realDonaldTrump",15684,FALSE,FALSE,NA,NA
"84","Heading to West Virginia now. Big Rally. Will be live on @FoxNews tonight. Long lines, but will be great!",FALSE,75762,NA,2018-09-29 20:36:43,FALSE,NA,"1046136712987103241",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","realDonaldTrump",13785,FALSE,FALSE,NA,NA
"85","Senator Richard Blumenthal must talk about his fraudulent service in Vietnam, where for 12 years he told the people… https://t.co/EAw5lZrDLJ",FALSE,144611,NA,2018-09-29 20:33:51,TRUE,NA,"1046135994267963392",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","realDonaldTrump",47269,FALSE,FALSE,NA,NA
"86","Just started, tonight, our 7th FBI investigation of Judge Brett Kavanaugh. He will someday be recognized as a truly… https://t.co/ORrMcJynvp",FALSE,180952,NA,2018-09-29 00:27:17,TRUE,NA,"1045832351211835392",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","realDonaldTrump",41649,FALSE,FALSE,NA,NA
"87","Judge Kavanaugh showed America exactly why I nominated him. His testimony was powerful, honest, and riveting. Democ… https://t.co/RYPP0I2x7P",FALSE,325695,NA,2018-09-27 22:46:17,TRUE,NA,"1045444544068812800",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","realDonaldTrump",86362,FALSE,FALSE,NA,NA
"88","https://t.co/9o5gZlJiTd",FALSE,80070,NA,2018-09-26 23:52:51,FALSE,NA,"1045098909352235008",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","realDonaldTrump",17834,FALSE,FALSE,NA,NA
"89","Join me this Saturday in Wheeling, West Virginia at 7pmE! Tickets: https://t.co/JyRaBps0eR https://t.co/hiruLIxa7w",FALSE,55286,NA,2018-09-26 20:48:12,FALSE,NA,"1045052439521624067",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","realDonaldTrump",14734,FALSE,FALSE,NA,NA
"90","Congressman Lee Zeldin is doing a fantastic job in D.C. Tough and smart, he loves our Country and will always be th… https://t.co/B550BLwWtQ",FALSE,67510,NA,2018-09-26 17:34:34,TRUE,NA,"1045003711104331776",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","realDonaldTrump",15268,FALSE,FALSE,NA,NA
"91","China is actually placing propaganda ads in the Des Moines Register and other papers, made to look like news. That’… https://t.co/pgamEgZq1x",FALSE,60967,NA,2018-09-26 17:26:54,TRUE,NA,"1045001780092956672",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","realDonaldTrump",19736,FALSE,FALSE,NA,NA
"92","Avenatti is a third rate lawyer who is good at making false accusations, like he did on me and like he is now doing… https://t.co/w6Medqx5FF",FALSE,141275,NA,2018-09-26 16:47:06,TRUE,NA,"1044991766309621760",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","realDonaldTrump",35726,FALSE,FALSE,NA,NA
"93","Jobless Claims fell to their lowest level in 49 years!",FALSE,97689,NA,2018-09-26 10:57:30,FALSE,NA,"1044903785125089281",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","realDonaldTrump",21069,FALSE,FALSE,NA,NA
"94","Consumer confidence hits an 18 year high, close to breaking the all-time record. A big jump from last 8 years. Peop… https://t.co/ftDZQ7LWuu",FALSE,93529,NA,2018-09-26 10:54:59,TRUE,NA,"1044903153987203072",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","realDonaldTrump",20972,FALSE,FALSE,NA,NA
"95","The Democrats are playing a high level CON GAME in their vicious effort to destroy a fine person. It is called the… https://t.co/4Ma9JxNdi1",FALSE,129720,NA,2018-09-26 02:55:20,TRUE,NA,"1044782444321361920",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","realDonaldTrump",35611,FALSE,FALSE,NA,NA
"96","“These law enforcement people took the law into their own hands when it came to President Trump.” @LindseyGrahamSC",FALSE,58167,NA,2018-09-26 02:38:54,FALSE,NA,"1044778309362622466",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","realDonaldTrump",13788,FALSE,FALSE,NA,NA
"97","73rd Session of the United Nations General Assembly #UNGA https://t.co/xJyx7RrH5F",FALSE,54087,NA,2018-09-25 22:06:33,FALSE,NA,"1044709771629260801",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","realDonaldTrump",12664,FALSE,FALSE,NA,NA
"98","“Consumer confidence rose in September, notching its highest level in about 18 years. The Consumer Board's index ro… https://t.co/YwjGz4Yu1Z",FALSE,56370,NA,2018-09-25 20:27:25,TRUE,NA,"1044684820478119936",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","realDonaldTrump",13751,FALSE,FALSE,NA,NA
"99","“Remarks by President Trump at a Luncheon Hosted by the Secretary-General of the United Nations”… https://t.co/0WT3MdNMDi",FALSE,42399,NA,2018-09-25 19:28:26,TRUE,NA,"1044669976672698373",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","realDonaldTrump",10037,FALSE,FALSE,NA,NA
"100","“Remarks by President Trump to the 73rd Session of the United Nations General Assembly” <U+27A1><U+FE0F>https://t.co/Oshhko61zY https://t.co/Fm8LSse417",FALSE,41795,NA,2018-09-25 17:19:44,FALSE,NA,"1044637590719221762",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","realDonaldTrump",9833,FALSE,FALSE,NA,NA
"101","Rush Limbaugh to Republicans: “You can kiss the MIDTERMS goodbye if you don’t get highly qualified Kavanaugh approved.”",FALSE,98417,NA,2018-09-25 16:45:36,FALSE,NA,"1044628997999665153",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","realDonaldTrump",27651,FALSE,FALSE,NA,NA
"102","Thank you Dr. Jeffress! https://t.co/cm7NjQh0ti",FALSE,59191,NA,2018-09-25 16:37:43,FALSE,NA,"1044627015662538752",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","realDonaldTrump",14534,FALSE,FALSE,NA,NA
"103","Thank you Mark! https://t.co/NVGs6WbQe2",FALSE,73250,NA,2018-09-25 16:36:02,FALSE,NA,"1044626591463215104",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","realDonaldTrump",15952,FALSE,FALSE,NA,NA
"104","https://t.co/h43dehf0WV",FALSE,46434,NA,2018-09-25 15:27:35,FALSE,NA,"1044609366970814465",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","realDonaldTrump",13710,FALSE,FALSE,NA,NA
"105","Will be speaking at the United Nations this morning. Our country is much stronger and much richer than it was when… https://t.co/fCqzut4mRR",FALSE,87385,NA,2018-09-25 13:14:04,TRUE,NA,"1044575765109624832",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","realDonaldTrump",16447,FALSE,FALSE,NA,NA
"106","Despite requests, I have no plans to meet Iranian President Hassan Rouhani. Maybe someday in the future. I am sure… https://t.co/SpuT7bsm9W",FALSE,82397,NA,2018-09-25 10:53:41,TRUE,NA,"1044540438806482944",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","realDonaldTrump",15862,FALSE,FALSE,NA,NA
"107","Republican Party Favorability is the highest it has been in 7 years - 3 points higher than Democrats!  Gallup",FALSE,78727,NA,2018-09-25 10:41:20,FALSE,NA,"1044537328415506432",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","realDonaldTrump",17322,FALSE,FALSE,NA,NA
"108","The Democrats are working hard to destroy a wonderful man, and a man who has the potential to be one of our greates… https://t.co/t6nJYLOXbG",FALSE,117165,NA,2018-09-25 02:50:09,TRUE,NA,"1044418753671417860",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","realDonaldTrump",31054,FALSE,FALSE,NA,NA
"109","REMEMBER THE MIDTERMS!",FALSE,111088,NA,2018-09-25 02:38:39,FALSE,NA,"1044415858465001472",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","realDonaldTrump",30733,FALSE,FALSE,NA,NA
"110","https://t.co/FXqSWusSTV",FALSE,52067,NA,2018-09-25 00:22:46,FALSE,NA,"1044381661331410944",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","realDonaldTrump",12189,FALSE,FALSE,NA,NA
"111","It was my great honor to welcome President @EmmanuelMacron of France to the United States, here in New York City, t… https://t.co/BM0YaCyJrj",FALSE,39928,NA,2018-09-24 23:41:37,TRUE,NA,"1044371304395276288",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","realDonaldTrump",7881,FALSE,FALSE,NA,NA
"112","It was my great honor to welcome President @AlsisiOfficial of Egypt to the United States this afternoon, in New Yor… https://t.co/cOymp5g6dP",FALSE,37470,NA,2018-09-24 22:33:39,TRUE,NA,"1044354203089547265",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","realDonaldTrump",8053,FALSE,FALSE,NA,NA
"113","Joint Statement on the United States-Korea Free Trade Agreement: https://t.co/m0jW8nqdQW https://t.co/lcrhsJtv00",FALSE,38424,NA,2018-09-24 21:46:22,FALSE,NA,"1044342304155348995",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","realDonaldTrump",8899,FALSE,FALSE,NA,NA
"114","Brett Kavanaugh and his wife, Ashley, will be interviewed tonight at 7pmE on @marthamaccallum @FoxNews. This is an… https://t.co/MKApmaY60q",FALSE,88478,NA,2018-09-24 21:33:33,TRUE,NA,"1044339078257356801",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","realDonaldTrump",19593,FALSE,FALSE,NA,NA
