"","text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude","location","language","profileImageURL"
"1028","In the weekly address, President Obama gives a roundup of the top ten things that happened in 2015. Watch: https://t.co/8CBy0inbgq",FALSE,1367,NA,2015-12-19 16:43:30,FALSE,NA,"678254337798201344",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","BarackObama",458,FALSE,FALSE,NA,NA,"Washington, DC","en","http://pbs.twimg.com/profile_images/822547732376207360/5g0FC8XX_normal.jpg"
"1029","Stand on the deck. Take in the beauty. Repeat. 
Enter to win a seven-day cruise to Alaska: https://t.co/XrcXjKGjj7 https://t.co/LzXb1f2Opu",FALSE,2070,NA,2015-12-18 22:49:38,FALSE,NA,"677984091564707840",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","BarackObama",599,FALSE,FALSE,NA,NA,"Washington, DC","en","http://pbs.twimg.com/profile_images/822547732376207360/5g0FC8XX_normal.jpg"
"1030","LIVE: President Obama is speaking in the Brady Press Briefing Room. https://t.co/n0tqEETSmp",FALSE,885,NA,2015-12-18 19:07:33,FALSE,NA,"677928204301021184",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","BarackObama",273,FALSE,FALSE,NA,NA,"Washington, DC","en","http://pbs.twimg.com/profile_images/822547732376207360/5g0FC8XX_normal.jpg"
"1031","Tune in at 1:50 p.m. ET to watch as President Obama holds a news conference. https://t.co/d5vzL2IDQk",FALSE,755,NA,2015-12-18 18:00:34,FALSE,NA,"677911345434517504",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","BarackObama",259,FALSE,FALSE,NA,NA,"Washington, DC","en","http://pbs.twimg.com/profile_images/822547732376207360/5g0FC8XX_normal.jpg"
"1032","Lend a hand—chip in to show your support for this grassroots movement. https://t.co/YaGm6yDvaY https://t.co/DmR1NUHnbr",FALSE,3212,NA,2015-12-18 16:51:53,FALSE,NA,"677894061374570498",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","BarackObama",748,FALSE,FALSE,NA,NA,"Washington, DC","en","http://pbs.twimg.com/profile_images/822547732376207360/5g0FC8XX_normal.jpg"
"1033","Bucket list:
Go on a cruise <U+2714>
Travel to Alaska <U+2714>
Whale watching in the Arctic <U+2714>

Enter: https://t.co/Rqc2LYGUfV https://t.co/8adUMLh7RZ",FALSE,3228,NA,2015-12-18 04:02:12,FALSE,NA,"677700362049056768",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","BarackObama",631,FALSE,FALSE,NA,NA,"Washington, DC","en","http://pbs.twimg.com/profile_images/822547732376207360/5g0FC8XX_normal.jpg"
"1034","This grassroots movement is aiming high for 2016. You can help by pitching in: https://t.co/5MGYREoabS https://t.co/FcRRnjrjPk",FALSE,2171,NA,2015-12-17 22:46:09,FALSE,NA,"677620828335247360",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","BarackObama",514,FALSE,FALSE,NA,NA,"Washington, DC","en","http://pbs.twimg.com/profile_images/822547732376207360/5g0FC8XX_normal.jpg"
"1035","What are you waiting for? Here's your chance for an Alaskan adventure: https://t.co/zbkKz2l4Bf https://t.co/kVXeqoIziJ",FALSE,1327,NA,2015-12-17 20:35:48,FALSE,NA,"677588024624988161",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","BarackObama",407,FALSE,FALSE,NA,NA,"Washington, DC","en","http://pbs.twimg.com/profile_images/822547732376207360/5g0FC8XX_normal.jpg"
"1036","LIVE: President Obama is speaking at the National Counterterrorism Center. https://t.co/FQSLkowX7v",FALSE,1107,NA,2015-12-17 17:59:20,FALSE,NA,"677548647383306240",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","BarackObama",299,FALSE,FALSE,NA,NA,"Washington, DC","en","http://pbs.twimg.com/profile_images/822547732376207360/5g0FC8XX_normal.jpg"
"1037","Tune in at 12:15 a.m. ET to watch President Obama deliver a statement. https://t.co/mRABhdfE0v",FALSE,1098,NA,2015-12-17 16:24:06,FALSE,NA,"677524680585011200",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","BarackObama",279,FALSE,FALSE,NA,NA,"Washington, DC","en","http://pbs.twimg.com/profile_images/822547732376207360/5g0FC8XX_normal.jpg"
"1038","Good news: You have two extra days to #GetCovered for the new year. https://t.co/ArZWSWTUK3 https://t.co/PqxS4UBIqD",FALSE,1344,NA,2015-12-17 02:45:09,FALSE,NA,"677318584566157315",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","BarackObama",501,FALSE,FALSE,NA,NA,"Washington, DC","en","http://pbs.twimg.com/profile_images/822547732376207360/5g0FC8XX_normal.jpg"
"1039","This is your chance for an adventure. Don't miss it: https://t.co/XLvczm9ftp https://t.co/Kk8IWZNVR6",FALSE,1314,NA,2015-12-16 22:23:55,FALSE,NA,"677252844622184448",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","BarackObama",387,FALSE,FALSE,NA,NA,"Washington, DC","en","http://pbs.twimg.com/profile_images/822547732376207360/5g0FC8XX_normal.jpg"
"1040","The #ParisAgreement gives us the chance to secure a healthier, more prosperous future for the next generation. https://t.co/ljMW9zDTC5",FALSE,2263,NA,2015-12-16 20:07:29,FALSE,NA,"677218509982535680",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","BarackObama",866,FALSE,FALSE,NA,NA,"Washington, DC","en","http://pbs.twimg.com/profile_images/822547732376207360/5g0FC8XX_normal.jpg"
"1041","After years of effort by the U.S., nearly every country in the world came together to stand #UnitedOnClimate. https://t.co/3CtLUPak0x",FALSE,2079,NA,2015-12-16 18:57:27,FALSE,NA,"677200884221149184",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","BarackObama",723,FALSE,FALSE,NA,NA,"Washington, DC","en","http://pbs.twimg.com/profile_images/822547732376207360/5g0FC8XX_normal.jpg"
"1042","Want to take in this view? Enter now for your chance: https://t.co/1jmsqPYZor https://t.co/GDxb2mhmWl",FALSE,1166,NA,2015-12-16 16:52:15,FALSE,NA,"677169378593378304",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","BarackObama",306,FALSE,FALSE,NA,NA,"Washington, DC","en","http://pbs.twimg.com/profile_images/822547732376207360/5g0FC8XX_normal.jpg"
"1043","DEADLINE: If you want coverage to start off 2016, make sure to check out your options today. https://t.co/Ub9G9J4qf4 https://t.co/WfP5gLSbeY",FALSE,1150,NA,2015-12-15 23:17:20,FALSE,NA,"676903900390232064",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","BarackObama",387,FALSE,FALSE,NA,NA,"Washington, DC","en","http://pbs.twimg.com/profile_images/822547732376207360/5g0FC8XX_normal.jpg"
"1044","Thanks to American leadership, countries around the world are standing #UnitedOnClimate. https://t.co/NDKceX0BMv",FALSE,1944,NA,2015-12-15 22:17:38,FALSE,NA,"676888875248160768",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","BarackObama",565,FALSE,FALSE,NA,NA,"Washington, DC","en","http://pbs.twimg.com/profile_images/822547732376207360/5g0FC8XX_normal.jpg"
"1045","""I believe this moment can be a turning point for the world."" —President Obama on the #ParisAgreement https://t.co/BMZSntlNfh",FALSE,2429,NA,2015-12-15 20:25:29,FALSE,NA,"676860650103017472",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","BarackObama",959,FALSE,FALSE,NA,NA,"Washington, DC","en","http://pbs.twimg.com/profile_images/822547732376207360/5g0FC8XX_normal.jpg"
"1046","A trip to Alaska could be great motivation to join the fight to #ActOnClimate. Enter now: https://t.co/O0BEOKfAau https://t.co/lU4veG3htt",FALSE,1994,NA,2015-12-15 18:29:08,FALSE,NA,"676831371159973888",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","BarackObama",511,FALSE,FALSE,NA,NA,"Washington, DC","en","http://pbs.twimg.com/profile_images/822547732376207360/5g0FC8XX_normal.jpg"
"1047","LIVE: President Obama is speaking at a naturalization ceremony at the National Archives. https://t.co/ax9hErqXZi",FALSE,915,NA,2015-12-15 16:56:45,FALSE,NA,"676808122292264960",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","BarackObama",285,FALSE,FALSE,NA,NA,"Washington, DC","en","http://pbs.twimg.com/profile_images/822547732376207360/5g0FC8XX_normal.jpg"
"1048","""America, this will change—but only when we stand up, together, and demand it."" —President Obama https://t.co/hTcIIsK5Ai #SandyHook",FALSE,3537,NA,2015-12-14 21:00:48,FALSE,NA,"676507151389483008",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","BarackObama",1334,FALSE,FALSE,NA,NA,"Washington, DC","en","http://pbs.twimg.com/profile_images/822547732376207360/5g0FC8XX_normal.jpg"
"1049","LIVE: President Obama is delivering a statement at the Pentagon. https://t.co/235zTWnyz0",FALSE,1029,NA,2015-12-14 17:47:48,FALSE,NA,"676458582418653184",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","BarackObama",364,FALSE,FALSE,NA,NA,"Washington, DC","en","http://pbs.twimg.com/profile_images/822547732376207360/5g0FC8XX_normal.jpg"
"1050","Tune in at 12:25 p.m. ET to watch President Obama speak at the Pentagon: https://t.co/lfwJ3IXZE3",FALSE,894,NA,2015-12-14 16:56:21,FALSE,NA,"676445635353010176",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","BarackObama",292,FALSE,FALSE,NA,NA,"Washington, DC","en","http://pbs.twimg.com/profile_images/822547732376207360/5g0FC8XX_normal.jpg"
"1051","Say you stand with countries around the world who are #UnitedOnClimate—add your name: https://t.co/f12TuSPSjW #ParisAgreement",FALSE,2655,NA,2015-12-13 22:02:40,FALSE,NA,"676160333678034944",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","BarackObama",1046,FALSE,FALSE,NA,NA,"Washington, DC","en","http://pbs.twimg.com/profile_images/822547732376207360/5g0FC8XX_normal.jpg"
"1052","This is huge: Almost every country in the world just signed on to the #ParisAgreement on climate change—thanks to American leadership.",FALSE,20434,NA,2015-12-12 18:29:43,FALSE,NA,"675744353667702784",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","BarackObama",11383,FALSE,FALSE,NA,NA,"Washington, DC","en","http://pbs.twimg.com/profile_images/822547732376207360/5g0FC8XX_normal.jpg"
"1053","Congress still hasn't passed a budget, and time's running out. Read why @OFA supporters are saying #EnoughAlready: https://t.co/HMZt4b91wp",FALSE,1439,NA,2015-12-11 22:18:58,FALSE,NA,"675439658998874113",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","BarackObama",564,FALSE,FALSE,NA,NA,"Washington, DC","en","http://pbs.twimg.com/profile_images/822547732376207360/5g0FC8XX_normal.jpg"
"1054","8 out of 10 uninsured Americans may qualify for financial help. See if you're one of them: https://t.co/RoQyvfMQmi #GetCovered",FALSE,990,NA,2015-12-11 19:52:53,FALSE,NA,"675402894250741760",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","BarackObama",380,FALSE,FALSE,NA,NA,"Washington, DC","en","http://pbs.twimg.com/profile_images/822547732376207360/5g0FC8XX_normal.jpg"
"1055","Start the new year off right: https://t.co/YAADJtYeMp #GetCovered https://t.co/bkJVqA7Qu1",FALSE,1118,NA,2015-12-11 18:24:46,FALSE,NA,"675380721062690816",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","BarackObama",399,FALSE,FALSE,NA,NA,"Washington, DC","en","http://pbs.twimg.com/profile_images/822547732376207360/5g0FC8XX_normal.jpg"
"1056","Climate action at the local level is key in pushing the conversation forward. Read the latest from Wisconsin: https://t.co/Cf9ZD7cJ0p",FALSE,1383,NA,2015-12-11 16:11:11,FALSE,NA,"675347103254736896",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","BarackObama",456,FALSE,FALSE,NA,NA,"Washington, DC","en","http://pbs.twimg.com/profile_images/822547732376207360/5g0FC8XX_normal.jpg"
"1057","Enroll by December 15th and you'll ring in the new year with the security of health insurance: https://t.co/w0UahTIN4O #GetCovered",FALSE,1355,NA,2015-12-10 22:55:53,FALSE,NA,"675086563018166272",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","BarackObama",453,FALSE,FALSE,NA,NA,"Washington, DC","en","http://pbs.twimg.com/profile_images/822547732376207360/5g0FC8XX_normal.jpg"
"1058","WATCH: President Obama tells a room full of organizers to continue the fight on climate change. https://t.co/ri3kiWVDLT #ActOnClimate",FALSE,1214,NA,2015-12-10 21:09:21,FALSE,NA,"675059752959926273",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","BarackObama",414,FALSE,FALSE,NA,NA,"Washington, DC","en","http://pbs.twimg.com/profile_images/822547732376207360/5g0FC8XX_normal.jpg"
"1059","Nations from around the world are coming together to #ActOnClimate. Join millions calling for real progress: https://t.co/EQCMO20xAh",FALSE,1705,NA,2015-12-10 19:18:28,FALSE,NA,"675031848083456000",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","BarackObama",752,FALSE,FALSE,NA,NA,"Washington, DC","en","http://pbs.twimg.com/profile_images/822547732376207360/5g0FC8XX_normal.jpg"
"1060","LIVE: President Obama is speaking about education and signing the Every Student Succeeds Act. https://t.co/DwcKVaLlql #ESSA",FALSE,1200,NA,2015-12-10 16:16:09,FALSE,NA,"674985966755430402",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","BarackObama",471,FALSE,FALSE,NA,NA,"Washington, DC","en","http://pbs.twimg.com/profile_images/822547732376207360/5g0FC8XX_normal.jpg"
"1061","With American leadership, more than 180 nations have committed to tackling climate change. #UnitedOnClimate https://t.co/iq1SyJhVsX",FALSE,2740,NA,2015-12-09 21:35:19,FALSE,NA,"674703896695017472",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","BarackObama",935,FALSE,FALSE,NA,NA,"Washington, DC","en","http://pbs.twimg.com/profile_images/822547732376207360/5g0FC8XX_normal.jpg"
"1062","The world is #UnitedOnClimate. It's time to act. https://t.co/jvCIgpcDLi",FALSE,1895,NA,2015-12-09 20:19:51,FALSE,NA,"674684906341982208",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","BarackObama",891,FALSE,FALSE,NA,NA,"Washington, DC","en","http://pbs.twimg.com/profile_images/822547732376207360/5g0FC8XX_normal.jpg"
"1063","LIVE: President Obama is delivering remarks at an event marking the 150th anniversary of the 13th Amendment. https://t.co/l13zAa8wtc",FALSE,990,NA,2015-12-09 17:03:21,FALSE,NA,"674635456164663296",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","BarackObama",366,FALSE,FALSE,NA,NA,"Washington, DC","en","http://pbs.twimg.com/profile_images/822547732376207360/5g0FC8XX_normal.jpg"
"1064","Tune in at 11:50 a.m. ET to watch President Obama commemorate the 150th anniversary of the 13th Amendment: https://t.co/c1k3kopsr3",FALSE,971,NA,2015-12-09 16:06:17,FALSE,NA,"674621096272912384",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","BarackObama",365,FALSE,FALSE,NA,NA,"Washington, DC","en","http://pbs.twimg.com/profile_images/822547732376207360/5g0FC8XX_normal.jpg"
"1065","Show your support for common-sense gun safety laws like closing the No-Fly List loophole: https://t.co/UsjEkfZQhb #DoSomething",FALSE,2577,NA,2015-12-09 00:06:06,FALSE,NA,"674379456329289728",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","BarackObama",1074,FALSE,FALSE,NA,NA,"Washington, DC","en","http://pbs.twimg.com/profile_images/822547732376207360/5g0FC8XX_normal.jpg"
"1066","Closing the No-Fly List loophole is a no-brainer. #DoSomething https://t.co/UzbNQbUnor",FALSE,2967,NA,2015-12-08 22:01:59,FALSE,NA,"674348222756708353",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","BarackObama",1322,FALSE,FALSE,NA,NA,"Washington, DC","en","http://pbs.twimg.com/profile_images/822547732376207360/5g0FC8XX_normal.jpg"
"1067","Hundreds of nations are coming together to stand #UnitedOnClimate—and you can join the conversation: https://t.co/98glwuXieP",FALSE,1586,NA,2015-12-08 20:46:44,FALSE,NA,"674329285872627712",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","BarackObama",648,FALSE,FALSE,NA,NA,"Washington, DC","en","http://pbs.twimg.com/profile_images/822547732376207360/5g0FC8XX_normal.jpg"
"1068","The world is #UnitedOnClimate—it's time for climate change deniers in Congress to get on board. https://t.co/fayuoBVCmP",FALSE,2009,NA,2015-12-08 18:31:01,FALSE,NA,"674295129469939712",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","BarackObama",889,FALSE,FALSE,NA,NA,"Washington, DC","en","http://pbs.twimg.com/profile_images/822547732376207360/5g0FC8XX_normal.jpg"
"1069","The world is standing #UnitedOnClimate. It's time to act. https://t.co/TRQStCSunY",FALSE,1936,NA,2015-12-08 17:00:27,FALSE,NA,"674272338410668033",NA,"<a href=""https://www.thunderclap.it"" rel=""nofollow"">Thunderclap</a>","BarackObama",661,FALSE,FALSE,NA,NA,"Washington, DC","en","http://pbs.twimg.com/profile_images/822547732376207360/5g0FC8XX_normal.jpg"
"1070","Congress needs to close the No-Fly List loophole—add your name if you agree: https://t.co/FiKawWdQhQ #DoSomething",FALSE,1848,NA,2015-12-07 23:51:05,FALSE,NA,"674013288422739970",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","BarackObama",681,FALSE,FALSE,NA,NA,"Washington, DC","en","http://pbs.twimg.com/profile_images/822547732376207360/5g0FC8XX_normal.jpg"
"1071","Congress can #DoSomething about this. https://t.co/0dhwrGu7wf",FALSE,4901,NA,2015-12-07 18:36:02,FALSE,NA,"673934003343257600",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","BarackObama",2514,FALSE,FALSE,NA,NA,"Washington, DC","en","http://pbs.twimg.com/profile_images/822547732376207360/5g0FC8XX_normal.jpg"
"1072","LIVE: President Obama is addressing the nation on the threat of terrorism and keeping the American people safe. https://t.co/6RzqPFT6or",FALSE,2314,NA,2015-12-07 01:02:19,FALSE,NA,"673668826412638209",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","BarackObama",1189,FALSE,FALSE,NA,NA,"Washington, DC","en","http://pbs.twimg.com/profile_images/822547732376207360/5g0FC8XX_normal.jpg"
"1073","Tune in at 8 p.m. ET to watch President Obama address the nation on keeping the American people safe: https://t.co/eYAoPgkacI",FALSE,1311,NA,2015-12-07 00:00:40,FALSE,NA,"673653313242595328",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","BarackObama",561,FALSE,FALSE,NA,NA,"Washington, DC","en","http://pbs.twimg.com/profile_images/822547732376207360/5g0FC8XX_normal.jpg"
"1074","""Here in America it’s way too easy for dangerous people to get their hands on a gun."" —President Obama https://t.co/HlgAJbKSNt",FALSE,4467,NA,2015-12-05 20:39:46,FALSE,NA,"673240369543446528",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","BarackObama",1906,FALSE,FALSE,NA,NA,"Washington, DC","en","http://pbs.twimg.com/profile_images/822547732376207360/5g0FC8XX_normal.jpg"
"1075","WATCH: President Obama offers his condolences to the San Bernardino community and calls for common-sense gun laws. https://t.co/z5WRw1ciyf",FALSE,1652,NA,2015-12-05 19:33:24,FALSE,NA,"673223666407235584",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","BarackObama",588,FALSE,FALSE,NA,NA,"Washington, DC","en","http://pbs.twimg.com/profile_images/822547732376207360/5g0FC8XX_normal.jpg"
"1076","Obamacare is helping millions. Repealing it would be devastating to families across the country. https://t.co/ShHxBdEdZq",FALSE,3404,NA,2015-12-04 22:00:21,FALSE,NA,"672898258226700288",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","BarackObama",1285,FALSE,FALSE,NA,NA,"Washington, DC","en","http://pbs.twimg.com/profile_images/822547732376207360/5g0FC8XX_normal.jpg"
"1077","Provisions in #Obamacare have helped save billions of dollars and more than 80,000 lives. Read more: https://t.co/qP0MHE41fo",FALSE,1682,NA,2015-12-04 20:29:39,FALSE,NA,"672875433579311104",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","BarackObama",555,FALSE,FALSE,NA,NA,"Washington, DC","en","http://pbs.twimg.com/profile_images/822547732376207360/5g0FC8XX_normal.jpg"
"1078","Employers have added an average of 213,000 jobs a month over the past six months. We have to keep up this progress. https://t.co/LHtWBnS0aw",FALSE,1682,NA,2015-12-04 18:07:53,FALSE,NA,"672839757332811776",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","BarackObama",536,FALSE,FALSE,NA,NA,"Washington, DC","en","http://pbs.twimg.com/profile_images/822547732376207360/5g0FC8XX_normal.jpg"
"1079","The economy added 211,000 jobs in November—a record-breaking 69 consecutive months of private-sector job growth.",FALSE,2836,NA,2015-12-04 16:29:22,FALSE,NA,"672814965883977728",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","BarackObama",1216,FALSE,FALSE,NA,NA,"Washington, DC","en","http://pbs.twimg.com/profile_images/822547732376207360/5g0FC8XX_normal.jpg"
"1080","Countries all over the world are standing #UnitedOnClimate—join the conversation to be part of this historic moment: https://t.co/mhF9PsXw28",FALSE,1872,NA,2015-12-02 19:25:57,FALSE,NA,"672134627151052801",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","BarackObama",826,FALSE,FALSE,NA,NA,"Washington, DC","en","http://pbs.twimg.com/profile_images/822547732376207360/5g0FC8XX_normal.jpg"
"1081","This is a huge step forward. #UnitedOnClimate https://t.co/E8jvEr1PXH",FALSE,3452,NA,2015-12-02 16:36:30,FALSE,NA,"672091983679127552",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","BarackObama",1481,FALSE,FALSE,NA,NA,"Washington, DC","en","http://pbs.twimg.com/profile_images/822547732376207360/5g0FC8XX_normal.jpg"
"1082","Sixty years later, we remember the heroism of Rosa Parks and recommit to the fight for justice and equality. https://t.co/NOHa4cv8DL",FALSE,8540,NA,2015-12-01 23:26:57,FALSE,NA,"671832887516250112",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","BarackObama",4391,FALSE,FALSE,NA,NA,"Washington, DC","en","http://pbs.twimg.com/profile_images/822547732376207360/5g0FC8XX_normal.jpg"
"1083","Climate change deniers are trying to undermine America's commitment to #ActOnClimate. Read more: https://t.co/uzZgDXrny1",FALSE,1424,NA,2015-12-01 18:57:09,FALSE,NA,"671764993897992192",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","BarackObama",674,FALSE,FALSE,NA,NA,"Washington, DC","en","http://pbs.twimg.com/profile_images/822547732376207360/5g0FC8XX_normal.jpg"
"1084","Be a part of this historic moment in the fight against climate change—join the #UnitedOnClimate conversation: https://t.co/47SrSAKaqp #COP21",FALSE,1741,NA,2015-12-01 17:40:33,FALSE,NA,"671745712967696384",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","BarackObama",755,FALSE,FALSE,NA,NA,"Washington, DC","en","http://pbs.twimg.com/profile_images/822547732376207360/5g0FC8XX_normal.jpg"
"1085","Stand up for global action on climate change—add your name: https://t.co/MuaIyh1rkj #ActOnClimate https://t.co/OOG1VviHCw",FALSE,2191,NA,2015-11-30 23:13:58,FALSE,NA,"671467233923702786",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","BarackObama",953,FALSE,FALSE,NA,NA,"Washington, DC","en","http://pbs.twimg.com/profile_images/822547732376207360/5g0FC8XX_normal.jpg"
"1086","The global talks on climate change have begun. Join the conversation: https://t.co/HSeUsM9avN #UnitedOnClimate",FALSE,1584,NA,2015-11-30 21:26:14,FALSE,NA,"671440123783995392",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","BarackObama",638,FALSE,FALSE,NA,NA,"Washington, DC","en","http://pbs.twimg.com/profile_images/822547732376207360/5g0FC8XX_normal.jpg"
"1087","Watch President Obama discuss how to build a framework for progress on the global effort to tackle climate change. https://t.co/9zQWCyqYzA",FALSE,1860,NA,2015-11-30 20:08:58,FALSE,NA,"671420677099003909",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","BarackObama",747,FALSE,FALSE,NA,NA,"Washington, DC","en","http://pbs.twimg.com/profile_images/822547732376207360/5g0FC8XX_normal.jpg"
"1088","Read why the international climate talks in Paris are so important: https://t.co/FlasnjEIdK #COP21",FALSE,985,NA,2015-11-30 18:19:54,FALSE,NA,"671393229292609537",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","BarackObama",493,FALSE,FALSE,NA,NA,"Washington, DC","en","http://pbs.twimg.com/profile_images/822547732376207360/5g0FC8XX_normal.jpg"
"1089","Enrolling is easy. Check out your options and #GetCovered today: https://t.co/RjOJ3Sd7KH",FALSE,1385,NA,2015-11-28 22:17:24,FALSE,NA,"670728224884793344",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","BarackObama",452,FALSE,FALSE,NA,NA,"Washington, DC","en","http://pbs.twimg.com/profile_images/822547732376207360/5g0FC8XX_normal.jpg"
"1090","Show your support for American leadership in the international effort to #ActOnClimate: https://t.co/mhuMkdtvMZ",FALSE,2456,NA,2015-11-27 20:26:38,FALSE,NA,"670337957505536000",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","BarackObama",876,FALSE,FALSE,NA,NA,"Washington, DC","en","http://pbs.twimg.com/profile_images/822547732376207360/5g0FC8XX_normal.jpg"
"1091","The Clean Power Plan is one of the biggest step America's ever taken to tackle climate change. https://t.co/UOvVIhJ7pp",FALSE,3511,NA,2015-11-27 18:26:09,FALSE,NA,"670307637238431744",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","BarackObama",1245,FALSE,FALSE,NA,NA,"Washington, DC","en","http://pbs.twimg.com/profile_images/822547732376207360/5g0FC8XX_normal.jpg"
"1092","Post Thanksgiving to-do list:

Sleep: <U+2713>
Dishes. So many dishes: <U+2713>
#GetCovered: https://t.co/VnZnTvGRJv",FALSE,2375,NA,2015-11-27 16:22:51,FALSE,NA,"670276607555317760",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","BarackObama",640,FALSE,FALSE,NA,NA,"Washington, DC","en","http://pbs.twimg.com/profile_images/822547732376207360/5g0FC8XX_normal.jpg"
"1093","Be thankful today—and don't forget to give back. #HappyThanksgiving https://t.co/0rXUAY3aP1",FALSE,9542,NA,2015-11-26 17:49:28,FALSE,NA,"669936019849027584",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","BarackObama",3178,FALSE,FALSE,NA,NA,"Washington, DC","en","http://pbs.twimg.com/profile_images/822547732376207360/5g0FC8XX_normal.jpg"
