"","text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude","location","language","profileImageURL"
"1","Congratulations to Drew Brees on the all time passing record. Always a class act.",FALSE,315281,NA,2018-10-09 03:47:49,FALSE,NA,"1049506695339229186",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","BarackObama",34749,FALSE,FALSE,NA,NA,"Washington, DC","en","http://pbs.twimg.com/profile_images/822547732376207360/5g0FC8XX_normal.jpg"
"2","Happy Anniversary, @MichelleObama. For 26 years, you’ve been an extraordinary partner, someone who can always make… https://t.co/csomlGbL1B",FALSE,691883,NA,2018-10-03 19:08:58,TRUE,NA,"1047564181266939905",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","BarackObama",69622,FALSE,FALSE,NA,NA,"Washington, DC","en","http://pbs.twimg.com/profile_images/822547732376207360/5g0FC8XX_normal.jpg"
"3","Today, I’m proud to endorse even more Democratic candidates who aren’t just running against something, but for some… https://t.co/oqewS0Y8vZ",FALSE,213574,NA,2018-10-01 16:46:18,TRUE,NA,"1046803503988006912",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","BarackObama",47293,FALSE,FALSE,NA,NA,"Washington, DC","en","http://pbs.twimg.com/profile_images/822547732376207360/5g0FC8XX_normal.jpg"
"4","From civil servants to organizers, the young people I met in Amsterdam today are doing the hard work of change. And… https://t.co/mlAp2SRZlP",FALSE,116225,NA,2018-09-29 16:29:29,TRUE,NA,"1046074495201693697",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","BarackObama",11701,FALSE,FALSE,NA,NA,"Washington, DC","en","http://pbs.twimg.com/profile_images/822547732376207360/5g0FC8XX_normal.jpg"
"5","The antidote to government by a powerful few is government by the organized, energized many. This National Voter Re… https://t.co/3W5pfaUdKd",FALSE,383533,NA,2018-09-25 20:49:10,TRUE,NA,"1044690296917962754",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","BarackObama",102947,FALSE,FALSE,NA,NA,"Washington, DC","en","http://pbs.twimg.com/profile_images/822547732376207360/5g0FC8XX_normal.jpg"
"6","The first class of Obama Fellows is full of leaders like Keith—hardworking, innovative, and dedicated to partnering… https://t.co/nOd6FzH23n",FALSE,90159,NA,2018-09-14 16:20:47,TRUE,NA,"1040636488445255680",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","BarackObama",14159,FALSE,FALSE,NA,NA,"Washington, DC","en","http://pbs.twimg.com/profile_images/822547732376207360/5g0FC8XX_normal.jpg"
"7","We will always remember everyone we lost on 9/11, thank the first responders who keep us safe, and honor all who de… https://t.co/ku270JQnwl",FALSE,774076,NA,2018-09-11 13:52:34,TRUE,NA,"1039512025406349312",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","BarackObama",142912,FALSE,FALSE,NA,NA,"Washington, DC","en","http://pbs.twimg.com/profile_images/822547732376207360/5g0FC8XX_normal.jpg"
"8","Today I’m at the University of Illinois to deliver a simple message to young people all over the country: You need… https://t.co/brM6Vd7j2R",FALSE,268625,NA,2018-09-07 15:08:22,TRUE,NA,"1038081548833222658",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","BarackObama",48644,FALSE,FALSE,NA,NA,"Washington, DC","en","http://pbs.twimg.com/profile_images/822547732376207360/5g0FC8XX_normal.jpg"
"9","Yesterday I met with high school students on Chicago’s Southwest side who spent the summer learning to code some pr… https://t.co/hY9B0mSQB9",FALSE,396377,NA,2018-08-29 19:54:41,TRUE,NA,"1034892109868945409",NA,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>","BarackObama",57918,FALSE,FALSE,NA,NA,"Washington, DC","en","http://pbs.twimg.com/profile_images/822547732376207360/5g0FC8XX_normal.jpg"
"10","Congratulations to Hawaii for winning the Little League World Series! You make America very proud. <U+0001F919><U+0001F3FE> https://t.co/8Un7LPXgX1",FALSE,378238,NA,2018-08-26 21:40:29,FALSE,NA,"1033831571944554498",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","BarackObama",34258,FALSE,FALSE,NA,NA,"Washington, DC","en","http://pbs.twimg.com/profile_images/822547732376207360/5g0FC8XX_normal.jpg"
"11","Our statement on the passing of Senator John McCain: https://t.co/3GBjNYxoj5",FALSE,878401,NA,2018-08-26 01:09:45,FALSE,NA,"1033521851312623616",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","BarackObama",187414,FALSE,FALSE,NA,NA,"Washington, DC","en","http://pbs.twimg.com/profile_images/822547732376207360/5g0FC8XX_normal.jpg"
"12","Aretha helped define the American experience. In her voice, we could feel our history, all of it and in every shade… https://t.co/hUcQpbdydq",FALSE,594378,NA,2018-08-16 16:31:18,TRUE,NA,"1030129887623958538",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","BarackObama",134270,FALSE,FALSE,NA,NA,"Washington, DC","en","http://pbs.twimg.com/profile_images/822547732376207360/5g0FC8XX_normal.jpg"
"13","Bobby Kennedy was one of my heroes. He was someone who showed us the power of acting on our ideals, the idea that a… https://t.co/mMVBHEBzsv",FALSE,220530,NA,2018-08-06 14:53:32,TRUE,NA,"1026481404782235648",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","BarackObama",39194,FALSE,FALSE,NA,NA,"Washington, DC","en","http://pbs.twimg.com/profile_images/822547732376207360/5g0FC8XX_normal.jpg"
"14","Today I’m proud to endorse such a wide and impressive array of Democratic candidates – leaders as diverse, patrioti… https://t.co/i0MECnqfJr",FALSE,237347,NA,2018-08-01 16:20:04,TRUE,NA,"1024691241093607425",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","BarackObama",54483,FALSE,FALSE,NA,NA,"Washington, DC","en","http://pbs.twimg.com/profile_images/822547732376207360/5g0FC8XX_normal.jpg"
"15","Mandela Day is about taking action to change the world for the better. In these young people, I see Madiba's exampl… https://t.co/iT1v545C2L",FALSE,253978,NA,2018-07-18 16:19:30,TRUE,NA,"1019617669958586368",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","BarackObama",40013,FALSE,FALSE,NA,NA,"Washington, DC","en","http://pbs.twimg.com/profile_images/822547732376207360/5g0FC8XX_normal.jpg"
"16","This week, I’m traveling to Africa for the first time since I left office – a continent of wonderful diversity, thr… https://t.co/UDROtalUlX",FALSE,415186,NA,2018-07-13 13:42:22,TRUE,NA,"1017766186296193024",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","BarackObama",57711,FALSE,FALSE,NA,NA,"Washington, DC","en","http://pbs.twimg.com/profile_images/822547732376207360/5g0FC8XX_normal.jpg"
"17","Congratulations to the @Capitals! This @NHLBlackhawks fan knows what it’s like to lift that cup – and I’m happy for… https://t.co/9LG5lxLQC7",FALSE,150226,NA,2018-06-12 15:09:54,TRUE,NA,"1006554191676964864",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","BarackObama",13078,FALSE,FALSE,NA,NA,"Washington, DC","en","http://pbs.twimg.com/profile_images/822547732376207360/5g0FC8XX_normal.jpg"
"18","“Low plastic stool, cheap but delicious noodles, cold Hanoi beer.” This is how I’ll remember Tony. He taught us abo… https://t.co/l79o6OyNAT",FALSE,1112119,NA,2018-06-08 16:01:17,TRUE,NA,"1005117568913412098",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","BarackObama",237846,FALSE,FALSE,NA,NA,"Washington, DC","en","http://pbs.twimg.com/profile_images/822547732376207360/5g0FC8XX_normal.jpg"
"19","This National Gun Violence Awareness Day, show your commitment to keeping our kids safe from gun violence. Then, fo… https://t.co/Nr5qxK8sgu",FALSE,218884,NA,2018-06-01 15:33:58,TRUE,NA,"1002573982212788224",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","BarackObama",49290,FALSE,FALSE,NA,NA,"Washington, DC","en","http://pbs.twimg.com/profile_images/822547732376207360/5g0FC8XX_normal.jpg"
"20","We can never truly repay the debt we owe our fallen heroes. But we can remember them, honor their sacrifice, and af… https://t.co/iHLhFdhoZQ",FALSE,596285,NA,2018-05-28 16:02:01,TRUE,NA,"1001131488103030784",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","BarackObama",115107,FALSE,FALSE,NA,NA,"Washington, DC","en","http://pbs.twimg.com/profile_images/822547732376207360/5g0FC8XX_normal.jpg"
"21","This Center is for the leaders of tomorrow who are ready to step up and build the world as it should be. Michelle a… https://t.co/XN7anzCTst",FALSE,135199,NA,2018-05-23 20:40:01,TRUE,NA,"999389510550028289",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","BarackObama",20331,FALSE,FALSE,NA,NA,"Washington, DC","en","http://pbs.twimg.com/profile_images/822547732376207360/5g0FC8XX_normal.jpg"
"22","Happy Mother’s Day to every mom out there, especially the remarkable moms in my life, @MichelleObama and my mother-… https://t.co/QsZPuZ2OoJ",FALSE,591391,NA,2018-05-13 14:32:16,TRUE,NA,"995673081531248642",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","BarackObama",58238,FALSE,FALSE,NA,NA,"Washington, DC","en","http://pbs.twimg.com/profile_images/822547732376207360/5g0FC8XX_normal.jpg"
"23","There are few issues more important to the security of the US than the potential spread of nuclear weapons or the p… https://t.co/ym4YTPpbWl",FALSE,447617,NA,2018-05-08 19:40:56,TRUE,NA,"993938824752451586",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","BarackObama",132016,FALSE,FALSE,NA,NA,"Washington, DC","en","http://pbs.twimg.com/profile_images/822547732376207360/5g0FC8XX_normal.jpg"
"24","These talented young people will create a better future not just in Africa, but around the world. I can’t wait to s… https://t.co/0YgQxnOrz9",FALSE,201538,NA,2018-04-23 19:13:36,TRUE,NA,"988496127996678145",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","BarackObama",30564,FALSE,FALSE,NA,NA,"Washington, DC","en","http://pbs.twimg.com/profile_images/822547732376207360/5g0FC8XX_normal.jpg"
"25","Our statement on the passing of Former First Lady Barbara Bush: https://t.co/MhTVYCL9Nj",FALSE,324866,NA,2018-04-18 00:44:58,FALSE,NA,"986405191711944704",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","BarackObama",50372,FALSE,FALSE,NA,NA,"Washington, DC","en","http://pbs.twimg.com/profile_images/822547732376207360/5g0FC8XX_normal.jpg"
"26","Incredible to have a Chicago team in the Final Four. I’ll take that over an intact bracket any day! Congratulations… https://t.co/V9IbaSlbIp",FALSE,225920,NA,2018-03-25 15:34:31,TRUE,NA,"977931743880761344",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","BarackObama",20061,FALSE,FALSE,NA,NA,"Washington, DC","en","http://pbs.twimg.com/profile_images/822547732376207360/5g0FC8XX_normal.jpg"
"27","Michelle and I are so inspired by all the young people who made today’s marches happen. Keep at it. You’re leading… https://t.co/d0DTg594Cs",FALSE,1578933,NA,2018-03-24 17:07:47,TRUE,NA,"977592827348742146",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","BarackObama",321179,FALSE,FALSE,NA,NA,"Washington, DC","en","http://pbs.twimg.com/profile_images/822547732376207360/5g0FC8XX_normal.jpg"
"28","Our most important task as a nation is to make sure all our young people can achieve their dreams. We’ve started th… https://t.co/gNw9ks6pMY",FALSE,138442,NA,2018-03-19 21:48:18,TRUE,NA,"975851480648421376",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","BarackObama",27012,FALSE,FALSE,NA,NA,"Washington, DC","en","http://pbs.twimg.com/profile_images/822547732376207360/5g0FC8XX_normal.jpg"
"29","In Singapore with young people who are advocating for education, empowering young women, and getting involved all o… https://t.co/V5uHCeMWUa",FALSE,174072,NA,2018-03-19 15:10:02,TRUE,NA,"975751255296487424",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","BarackObama",26187,FALSE,FALSE,NA,NA,"Washington, DC","en","http://pbs.twimg.com/profile_images/822547732376207360/5g0FC8XX_normal.jpg"
"30","41: I like the competition. And the loyalty to the home team. - 44 https://t.co/XG3ChMtW0M",FALSE,279668,NA,2018-03-16 00:22:18,FALSE,NA,"974440685175754752",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","BarackObama",29277,FALSE,FALSE,NA,NA,"Washington, DC","en","http://pbs.twimg.com/profile_images/822547732376207360/5g0FC8XX_normal.jpg"
"31","Congrats to @LoyolaChicago and Sister Jean for a last-second upset - I had faith in my pick!",FALSE,130773,NA,2018-03-15 23:16:02,FALSE,NA,"974424008182689792",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","BarackObama",12923,FALSE,FALSE,NA,NA,"Washington, DC","en","http://pbs.twimg.com/profile_images/822547732376207360/5g0FC8XX_normal.jpg"
"32","Just because I have more time to watch games doesn’t mean my picks will be better, but here are my brackets this ye… https://t.co/gWpZwlceV3",FALSE,263107,NA,2018-03-14 20:12:59,TRUE,NA,"974015556675391488",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","BarackObama",38558,FALSE,FALSE,NA,NA,"Washington, DC","en","http://pbs.twimg.com/profile_images/822547732376207360/5g0FC8XX_normal.jpg"
"33","Have fun out there among the stars. https://t.co/S285MTwGtp",FALSE,1431153,NA,2018-03-14 14:58:59,FALSE,NA,"973936533320413184",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","BarackObama",268198,FALSE,FALSE,NA,NA,"Washington, DC","en","http://pbs.twimg.com/profile_images/822547732376207360/5g0FC8XX_normal.jpg"
"34","Four years ago, @MichelleObama and I had the privilege to host Lt. Cmdr. Dan Cnossen and his fellow Paralympians an… https://t.co/kneWyU2Tu1",FALSE,174098,NA,2018-03-12 18:12:41,TRUE,NA,"973260504411058176",NA,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>","BarackObama",19472,FALSE,FALSE,NA,NA,"Washington, DC","en","http://pbs.twimg.com/profile_images/822547732376207360/5g0FC8XX_normal.jpg"
"35","I got my start holding community meetings in Chicago, so it was fun to be home for one tonight. Michelle and I want… https://t.co/1ammpZayJx",FALSE,238308,NA,2018-02-28 02:58:41,TRUE,NA,"968681836078608385",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","BarackObama",36856,FALSE,FALSE,NA,NA,"Washington, DC","en","http://pbs.twimg.com/profile_images/822547732376207360/5g0FC8XX_normal.jpg"
"36","Young people have helped lead all our great movements. How inspiring to see it again in so many smart, fearless stu… https://t.co/wXO3wBtJ8V",FALSE,1629278,NA,2018-02-22 16:00:44,TRUE,NA,"966704319658647553",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","BarackObama",443302,FALSE,FALSE,NA,NA,"Washington, DC","en","http://pbs.twimg.com/profile_images/822547732376207360/5g0FC8XX_normal.jpg"
"37","Billy Graham was a humble servant who prayed for so many - and who, with wisdom and grace, gave hope and guidance t… https://t.co/V8WtgIRPEB",FALSE,255525,NA,2018-02-21 16:33:04,TRUE,NA,"966350067287363584",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","BarackObama",34362,FALSE,FALSE,NA,NA,"Washington, DC","en","http://pbs.twimg.com/profile_images/822547732376207360/5g0FC8XX_normal.jpg"
"38","We are grieving with Parkland. But we are not powerless. Caring for our kids is our first job. And until we can hon… https://t.co/LWGSkzRapH",FALSE,1307406,NA,2018-02-15 17:12:17,TRUE,NA,"964185606803853314",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","BarackObama",372101,FALSE,FALSE,NA,NA,"Washington, DC","en","http://pbs.twimg.com/profile_images/822547732376207360/5g0FC8XX_normal.jpg"
"39","Happy Valentine’s Day, @MichelleObama. You make every day and every place better. https://t.co/aWvyytR7Mm",FALSE,1509706,NA,2018-02-14 16:25:03,FALSE,NA,"963811333685817346",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","BarackObama",238299,FALSE,FALSE,NA,NA,"Washington, DC","en","http://pbs.twimg.com/profile_images/822547732376207360/5g0FC8XX_normal.jpg"
"40","Dr. King was 26 when the Montgomery bus boycott began. He started small, rallying others who believed their efforts… https://t.co/N0zwBg7gTi",FALSE,1445737,NA,2018-01-15 14:46:02,TRUE,NA,"952914779458424832",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","BarackObama",366981,FALSE,FALSE,NA,NA,"Washington, DC","en","http://pbs.twimg.com/profile_images/822547732376207360/5g0FC8XX_normal.jpg"
"41","As we count down to the new year, we get to reflect and prepare for what’s ahead. For all the bad news that seemed… https://t.co/WaUHkVww2g",FALSE,775810,NA,2017-12-29 16:09:04,TRUE,NA,"946775081371471872",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","BarackObama",173696,FALSE,FALSE,NA,NA,"Washington, DC","en","http://pbs.twimg.com/profile_images/822547732376207360/5g0FC8XX_normal.jpg"
"42","On behalf of the Obama family, Merry Christmas! We wish you joy and peace this holiday season. https://t.co/CNFUZrhrBj",FALSE,1456103,NA,2017-12-25 16:05:05,FALSE,NA,"945324527520804866",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","BarackObama",246907,FALSE,FALSE,NA,NA,"Washington, DC","en","http://pbs.twimg.com/profile_images/822547732376207360/5g0FC8XX_normal.jpg"
"43","There's no better time than the holiday season to reach out and give back to our communities. Great to hear from yo… https://t.co/gp5dCy9oN2",FALSE,409897,NA,2017-12-14 22:39:13,TRUE,NA,"941437447296225280",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","BarackObama",58556,FALSE,FALSE,NA,NA,"Washington, DC","en","http://pbs.twimg.com/profile_images/822547732376207360/5g0FC8XX_normal.jpg"
"44","Happy Hanukkah, everybody, from the Obama family to yours. Chag Sameach!",FALSE,680336,NA,2017-12-13 00:17:20,FALSE,NA,"940737366255423488",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","BarackObama",82889,FALSE,FALSE,NA,NA,"Washington, DC","en","http://pbs.twimg.com/profile_images/822547732376207360/5g0FC8XX_normal.jpg"
"45","Just got off a call to thank folks who are working hard to help more Americans across the country sign up for healt… https://t.co/A9QvCySWJ8",FALSE,223421,NA,2017-12-11 20:16:29,TRUE,NA,"940314364460060673",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","BarackObama",85630,FALSE,FALSE,NA,NA,"Washington, DC","en","http://pbs.twimg.com/profile_images/822547732376207360/5g0FC8XX_normal.jpg"
"46","Michelle and I are delighted to congratulate Prince Harry and Meghan Markle on their engagement. We wish you a life… https://t.co/KC9nmjZPuX",FALSE,1144607,NA,2017-11-27 21:13:50,TRUE,NA,"935255366438408192",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","BarackObama",112340,FALSE,FALSE,NA,NA,"Washington, DC","en","http://pbs.twimg.com/profile_images/822547732376207360/5g0FC8XX_normal.jpg"
"47","From the Obama family to yours, we wish you a Happy Thanksgiving full of joy and gratitude. https://t.co/xAvSQwjQkz",FALSE,1367017,NA,2017-11-23 14:44:27,FALSE,NA,"933707825821421568",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","BarackObama",209822,FALSE,FALSE,NA,NA,"Washington, DC","en","http://pbs.twimg.com/profile_images/822547732376207360/5g0FC8XX_normal.jpg"
"48","ME:  Joe, about halfway through the speech, I’m gonna wish you a happy birth--
BIDEN:  IT’S MY BIRTHDAY!
ME:  Joe.… https://t.co/5qLUsDoaMi",FALSE,1985463,NA,2017-11-20 19:02:11,TRUE,NA,"932685522820042754",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","BarackObama",493243,FALSE,FALSE,NA,NA,"Washington, DC","en","http://pbs.twimg.com/profile_images/822547732376207360/5g0FC8XX_normal.jpg"
"49","This is what happens when the people vote. Congrats @RalphNortham and @PhilMurphyNJ . And congratulations to all th… https://t.co/ZvUKZIDGAj",FALSE,423826,NA,2017-11-08 13:25:21,TRUE,NA,"928252100081078272",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","BarackObama",71594,FALSE,FALSE,NA,NA,"Washington, DC","en","http://pbs.twimg.com/profile_images/822547732376207360/5g0FC8XX_normal.jpg"
"50","Every election matters - those who show up determine our future. Go vote tomorrow! https://t.co/j1wh8hLamw",FALSE,190534,NA,2017-11-07 01:02:17,FALSE,NA,"927702713298759680",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","BarackObama",56962,FALSE,FALSE,NA,NA,"Washington, DC","en","http://pbs.twimg.com/profile_images/822547732376207360/5g0FC8XX_normal.jpg"
"51","We grieve with all the families in Sutherland Springs harmed by this act of hatred, and we’ll stand with the survivors as they recover...",FALSE,539312,NA,2017-11-06 00:51:09,FALSE,NA,"927337524808347648",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","BarackObama",94458,FALSE,FALSE,NA,NA,"Washington, DC","en","http://pbs.twimg.com/profile_images/822547732376207360/5g0FC8XX_normal.jpg"
"52","Starting today, you can sign up for 2018 health coverage. Head on over to https://t.co/ob1Ynoesod and find a plan t… https://t.co/6eN1Y5TQGV",FALSE,252876,NA,2017-11-01 13:06:59,TRUE,NA,"925710762894680064",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","BarackObama",133609,FALSE,FALSE,NA,NA,"Washington, DC","en","http://pbs.twimg.com/profile_images/822547732376207360/5g0FC8XX_normal.jpg"
"53","Michelle and I are thinking of the victims of today's attack in NYC and everyone who keeps us safe. New Yorkers are as tough as they come.",FALSE,694525,NA,2017-11-01 00:56:44,FALSE,NA,"925526988659548160",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","BarackObama",100984,FALSE,FALSE,NA,NA,"Washington, DC","en","http://pbs.twimg.com/profile_images/822547732376207360/5g0FC8XX_normal.jpg"
"54","Hello, #ObamaSummit! Thrilled to host civic leaders in Chicago from all over the world. Follow along at @ObamaFoundation.",FALSE,177724,NA,2017-10-30 21:36:12,FALSE,NA,"925114135548919808",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","BarackObama",20922,FALSE,FALSE,NA,NA,"Washington, DC","en","http://pbs.twimg.com/profile_images/822547732376207360/5g0FC8XX_normal.jpg"
"55","I’ll let you and @ladygaga handle the singing, and we’ll handle the donations. There’s still time to give:… https://t.co/0NnaR3bozh",FALSE,305153,NA,2017-10-23 22:03:41,TRUE,NA,"922584337815613441",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","BarackObama",53253,FALSE,FALSE,NA,NA,"Washington, DC","en","http://pbs.twimg.com/profile_images/822547732376207360/5g0FC8XX_normal.jpg"
"56","Tonight the ex-Presidents are getting together in Texas to support all our fellow Americans rebuilding from this ye… https://t.co/nFSou6JC6n",FALSE,495628,NA,2017-10-22 00:02:08,TRUE,NA,"921889369337860096",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","BarackObama",81400,FALSE,FALSE,NA,NA,"Washington, DC","en","http://pbs.twimg.com/profile_images/822547732376207360/5g0FC8XX_normal.jpg"
"57","I'm grateful to @SenJohnMcCain for his lifetime of service to our country. Congratulations, John, on receiving this year's Liberty Medal.",FALSE,665949,NA,2017-10-16 22:59:00,FALSE,NA,"920061541986250758",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","BarackObama",89853,FALSE,FALSE,NA,NA,"Washington, DC","en","http://pbs.twimg.com/profile_images/822547732376207360/5g0FC8XX_normal.jpg"
"58","Michelle &amp; I are praying for the victims in Las Vegas. Our thoughts are with their families &amp; everyone enduring another senseless tragedy.",FALSE,1674944,NA,2017-10-02 12:41:16,FALSE,NA,"914832655170011137",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","BarackObama",386331,FALSE,FALSE,NA,NA,"Washington, DC","en","http://pbs.twimg.com/profile_images/822547732376207360/5g0FC8XX_normal.jpg"
"59","Proud to cheer on Team USA at the Invictus Games today with my friend Joe. You represent the best of our country. https://t.co/WBzcltmgqj",FALSE,501020,NA,2017-09-30 02:22:08,FALSE,NA,"913952069765271559",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","BarackObama",59284,FALSE,FALSE,NA,NA,"Washington, DC","en","http://pbs.twimg.com/profile_images/822547732376207360/5g0FC8XX_normal.jpg"
"60","We're expanding our efforts to help Puerto Rico &amp; the USVI, where our fellow Americans need us right now. Join us a… https://t.co/gkrp1RwXR4",FALSE,331100,NA,2017-09-26 17:03:55,TRUE,NA,"912724426709504000",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","BarackObama",110457,FALSE,FALSE,NA,NA,"Washington, DC","en","http://pbs.twimg.com/profile_images/822547732376207360/5g0FC8XX_normal.jpg"
"61","Prosecutor, soldier, family man, citizen. Beau made us want to be better. What a legacy to leave. What a testament… https://t.co/XDtkLu32wd",FALSE,324567,NA,2017-09-25 23:36:36,TRUE,NA,"912460861758955523",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","BarackObama",56835,FALSE,FALSE,NA,NA,"Washington, DC","en","http://pbs.twimg.com/profile_images/822547732376207360/5g0FC8XX_normal.jpg"
"62","Thinking about our neighbors in Mexico and all our Mexican-American friends tonight. Cuidense mucho y un fuerte abrazo para todos.",FALSE,1464570,NA,2017-09-20 02:30:52,FALSE,NA,"910330388219916290",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","BarackObama",430016,FALSE,FALSE,NA,NA,"Washington, DC","en","http://pbs.twimg.com/profile_images/822547732376207360/5g0FC8XX_normal.jpg"
"63","Coding is important – and fun. @CSforAll, thanks for your work to make sure every kid can compete in a high-tech, g… https://t.co/xwlnvxsjKb",FALSE,150246,NA,2017-09-18 20:07:58,TRUE,NA,"909871642423197696",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","BarackObama",30729,FALSE,FALSE,NA,NA,"Washington, DC","en","http://pbs.twimg.com/profile_images/822547732376207360/5g0FC8XX_normal.jpg"
